choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,count
3,7,1,4,8,5,6,9,2,11
3,7,1,4,8,5,9,6,2,72
3,7,1,4,8,5,9,2,6,3
3,7,1,4,8,9,2,5,6,2
3,7,1,4,8,9,6,5,2,4
3,7,1,4,8,9,6,2,5,2
3,7,1,5,4,6,2,9,8,2
3,7,1,5,4,6,8,2,9,1
3,7,1,5,4,6,8,9,2,1
3,7,1,5,4,6,9,8,2,2
3,7,1,5,4,2,8,6,9,1
3,7,1,5,4,2,8,9,6,2
3,7,1,5,4,2,9,6,8,1
3,7,1,5,4,8,6,9,2,1
3,7,1,5,4,9,2,6,8,6
3,7,1,5,4,9,8,6,2,1
3,7,1,5,6,4,2,8,9,1
3,7,1,5,6,4,2,9,8,4
3,7,1,5,6,4,8,2,9,2
3,7,1,5,6,4,9,8,2,3
3,7,1,5,6,2,4,8,9,14
3,7,1,5,6,2,4,9,8,3
3,7,1,5,6,2,9,4,8,3
3,7,1,5,6,9,2,8,4,7
3,7,1,5,6,9,2,4,8,7
3,7,1,5,6,9,8,2,4,1
3,7,1,5,6,9,8,4,2,1
3,7,1,5,2,6,4,8,9,2
3,7,1,5,2,6,8,9,4,2
3,7,1,5,2,6,9,8,4,4
3,7,1,5,2,4,6,8,9,2
3,7,1,5,2,4,6,9,8,1
3,7,1,5,2,4,8,6,9,1
3,7,1,5,2,4,8,9,6,1
3,7,1,5,2,8,4,6,9,3
3,7,1,5,2,8,4,9,6,2
3,7,1,5,2,8,6,4,9,2
3,7,1,5,2,8,9,6,4,9
3,7,1,5,2,8,9,4,6,23
3,7,1,5,2,9,4,8,6,1
3,7,1,5,2,9,4,6,8,1
3,7,1,5,2,9,8,4,6,4
3,7,1,5,2,9,8,6,4,2
3,7,1,5,2,9,6,8,4,4
3,7,1,5,2,9,6,4,8,4
3,7,1,5,8,6,2,4,9,5
3,7,1,5,8,6,2,9,4,1
3,7,1,5,8,6,4,2,9,2
3,7,1,5,8,6,4,9,2,1
3,7,1,5,8,6,9,4,2,5
3,7,1,5,8,6,9,2,4,1
3,7,1,5,8,2,6,4,9,3
3,7,1,5,8,2,4,6,9,19
3,7,1,5,8,2,4,9,6,1
3,7,1,5,8,2,9,4,6,5
3,7,1,5,8,2,9,6,4,1
3,7,1,5,8,4,2,6,9,32
3,7,1,5,8,4,2,9,6,5
3,7,1,5,8,4,6,2,9,2
3,7,1,5,8,4,6,9,2,23
3,7,1,5,8,9,6,2,4,7
3,7,1,5,9,6,2,8,4,3
3,7,1,5,9,2,6,8,4,5
3,7,1,5,9,2,6,4,8,1
3,7,1,5,9,2,8,6,4,1
3,7,1,5,9,2,4,8,6,5
3,7,1,5,9,2,4,6,8,7
3,7,1,5,9,8,6,4,2,1
3,7,1,5,9,4,2,6,8,2
3,7,1,6,2,4,5,9,8,1
3,7,1,6,2,4,9,5,8,1
3,7,1,6,2,5,4,9,8,1
3,7,1,6,2,8,5,9,4,1
3,7,1,6,2,9,5,4,8,1
3,7,1,6,2,9,4,5,8,1
3,7,1,6,8,4,2,5,9,1
3,7,1,6,8,4,5,2,9,2
3,7,1,6,8,4,5,9,2,1
3,7,1,6,8,2,4,9,5,2
3,7,1,6,8,2,5,9,4,1
3,7,1,6,8,2,9,5,4,1
3,7,1,6,8,2,9,4,5,2
3,7,1,6,8,5,2,4,9,5
3,7,1,6,8,5,2,9,4,4
3,7,1,6,8,5,4,2,9,2
3,7,1,6,8,5,4,9,2,1
3,7,1,6,8,9,2,5,4,2
3,7,1,6,9,2,8,4,5,1
3,7,1,6,9,5,4,8,2,1
3,7,1,2,5,6,4,9,8,2
3,7,1,2,5,6,9,8,4,3
3,7,1,2,5,6,9,4,8,1
3,7,1,2,5,4,6,8,9,1
3,7,1,2,5,4,8,6,9,2
3,7,1,2,5,4,9,8,6,1
3,7,1,2,5,8,6,4,9,2
3,7,1,2,5,8,9,6,4,6
3,7,1,2,5,8,9,4,6,4
3,7,1,2,5,9,4,8,6,2
3,7,1,2,5,9,4,6,8,1
3,7,1,2,5,9,8,4,6,1
3,7,1,2,5,9,8,6,4,4
3,7,1,2,5,9,6,8,4,2
3,7,1,2,5,9,6,4,8,3
3,7,1,2,6,5,4,8,9,1
3,7,1,2,6,5,8,4,9,6
3,7,1,2,6,5,8,9,4,8
3,7,1,2,6,5,9,8,4,4
3,7,1,2,6,5,9,4,8,5
3,7,1,2,6,4,5,8,9,10
3,7,1,2,6,4,5,9,8,7
3,7,1,2,6,4,9,8,5,4
3,7,1,2,6,4,9,5,8,7
3,7,1,2,6,8,4,5,9,1
3,7,1,2,6,8,4,9,5,4
3,7,1,2,6,8,5,4,9,2
3,7,1,2,6,8,5,9,4,4
3,7,1,2,6,8,9,4,5,1
3,7,1,2,6,9,4,8,5,2
3,7,1,2,6,9,8,4,5,20
3,7,1,2,6,9,8,5,4,1
3,7,1,2,6,9,5,8,4,19
3,7,1,2,4,6,5,8,9,1
3,7,1,2,4,6,5,9,8,4
3,7,1,2,4,6,8,9,5,1
3,7,1,2,4,6,9,8,5,2
3,7,1,2,4,6,9,5,8,2
3,7,1,2,4,5,6,8,9,3
3,7,1,2,4,9,5,6,8,1
3,7,1,2,4,9,8,5,6,6
3,7,1,2,4,9,8,6,5,2
3,7,1,2,4,9,6,8,5,2
3,7,1,2,4,9,6,5,8,2
3,7,1,2,8,4,6,5,9,17
3,7,1,2,8,4,6,9,5,27
3,7,1,2,8,4,5,6,9,3
3,7,1,2,8,4,5,9,6,7
3,7,1,2,8,4,9,5,6,8
3,7,1,2,8,4,9,6,5,3
3,7,1,2,8,5,4,6,9,16
3,7,1,2,8,5,4,9,6,3
3,7,1,2,8,5,6,4,9,2
3,7,1,2,8,5,6,9,4,11
3,7,1,2,8,5,9,6,4,22
3,7,1,2,8,5,9,4,6,3
3,7,1,2,8,9,4,5,6,6
3,7,1,2,8,9,4,6,5,43
3,7,1,2,8,9,5,4,6,4
3,7,1,2,8,9,6,5,4,8
3,7,1,2,8,9,6,4,5,26
3,7,1,2,9,4,6,8,5,14
3,7,1,2,9,4,6,5,8,25
3,7,1,2,9,4,8,6,5,43
3,7,1,2,9,4,8,5,6,2
3,7,1,2,9,4,5,8,6,102
3,7,1,2,9,4,5,6,8,4
3,7,1,2,9,8,4,6,5,11
3,7,1,2,9,8,4,5,6,8
3,7,1,2,9,8,6,4,5,8
3,7,1,2,9,8,6,5,4,15
3,7,1,2,9,8,5,4,6,3
3,7,1,8,5,6,2,9,4,1
3,7,1,8,5,4,2,9,6,1
3,7,1,8,6,5,2,9,4,2
3,7,1,8,6,5,4,9,2,1
3,7,1,8,6,5,9,4,2,3
3,7,1,8,6,5,9,2,4,2
3,7,1,8,6,2,5,9,4,1
3,7,1,8,6,2,4,5,9,1
3,7,1,8,6,2,4,9,5,3
3,7,1,8,6,2,9,4,5,2
3,7,1,8,6,2,9,5,4,2
3,7,1,8,6,4,2,5,9,1
3,7,1,8,6,4,5,2,9,1
3,7,1,8,6,4,5,9,2,2
3,7,1,8,6,4,9,5,2,1
3,7,1,8,6,4,9,2,5,1
3,7,1,8,6,9,4,5,2,1
3,7,1,8,2,6,5,4,9,10
3,7,1,8,2,6,4,5,9,2
3,7,1,8,2,5,4,6,9,3
3,7,1,8,2,5,4,9,6,3
3,7,1,8,2,5,9,4,6,6
3,7,1,8,2,5,9,6,4,1
3,7,1,8,2,4,6,5,9,2
3,7,1,8,2,4,9,5,6,2
3,7,1,8,2,9,5,4,6,1
3,7,1,8,2,9,6,4,5,2
3,7,1,8,9,6,2,5,4,1
3,7,1,8,9,2,6,4,5,2
3,7,1,8,9,2,6,5,4,1
3,7,1,8,9,2,5,4,6,1
3,7,1,8,9,2,5,6,4,1
3,7,1,8,9,5,6,2,4,1
3,7,1,9,5,6,4,2,8,1
3,7,1,9,5,2,6,8,4,1
3,7,1,9,5,2,8,6,4,1
3,7,1,9,5,2,8,4,6,5
3,7,1,9,5,2,4,6,8,1
3,7,1,9,5,8,2,6,4,1
3,7,1,9,5,8,2,4,6,1
3,7,1,9,5,8,6,2,4,2
3,7,1,9,5,8,6,4,2,1
3,7,1,9,5,8,4,6,2,1
3,7,1,9,5,4,2,8,6,1
3,7,1,9,6,5,2,8,4,2
3,7,1,9,6,5,2,4,8,9
3,7,1,9,6,5,8,2,4,52
3,7,1,9,6,5,8,4,2,33
3,7,1,9,6,5,4,8,2,2
3,7,1,9,6,5,4,2,8,7
3,7,1,9,6,2,5,4,8,1
3,7,1,9,6,2,8,5,4,1
3,7,1,9,6,2,8,4,5,1
3,7,1,9,6,8,2,5,4,28
3,7,1,9,6,8,2,4,5,31
3,7,1,9,6,8,5,2,4,11
3,7,1,9,6,8,5,4,2,6
3,7,1,9,6,8,4,5,2,6
3,7,1,9,6,8,4,2,5,11
3,7,1,9,6,4,2,8,5,3
3,7,1,9,6,4,2,5,8,9
3,7,1,9,6,4,8,2,5,7
3,7,1,9,6,4,8,5,2,4
3,7,1,9,6,4,5,8,2,40
3,7,1,9,6,4,5,2,8,3
3,7,1,9,2,6,5,8,4,1
3,7,1,9,2,6,5,4,8,2
3,7,1,9,2,6,8,4,5,3
3,7,1,9,2,5,6,8,4,2
3,7,1,9,2,5,8,6,4,2
3,7,1,9,2,5,8,4,6,1
3,7,1,9,2,5,4,6,8,1
3,7,1,9,2,8,5,6,4,4
3,7,1,9,2,8,5,4,6,2
3,7,1,9,2,8,6,5,4,9
3,7,1,9,2,8,6,4,5,17
3,7,1,9,2,4,5,8,6,1
3,7,1,9,2,4,5,6,8,5
3,7,1,9,2,4,8,5,6,3
3,7,1,9,2,4,6,8,5,2
3,7,1,9,8,6,2,5,4,1
3,7,1,9,8,6,2,4,5,3
3,7,1,9,8,6,5,4,2,5
3,7,1,9,8,6,4,5,2,9
3,7,1,9,8,6,4,2,5,6
3,7,1,9,8,2,6,5,4,2
3,7,1,9,8,2,6,4,5,3
3,7,1,9,8,5,2,4,6,1
3,7,1,9,8,4,2,6,5,1
3,7,1,9,8,4,5,2,6,5
3,7,1,9,8,4,5,6,2,2
3,7,1,9,8,4,6,5,2,4
3,7,1,9,8,4,6,2,5,1
3,7,1,9,4,6,2,5,8,24
3,7,1,9,4,6,5,8,2,45
3,7,1,9,4,6,5,2,8,4
3,7,1,9,4,2,6,8,5,16
3,7,1,9,4,2,6,5,8,11
3,7,1,9,4,2,5,6,8,1
3,7,1,9,4,8,2,6,5,2
3,7,1,9,4,8,2,5,6,4
3,7,1,9,4,8,6,2,5,4
3,7,1,9,4,8,6,5,2,22
3,7,1,9,4,8,5,6,2,1
3,7,1,9,4,5,2,6,8,1
3,7,1,9,4,5,8,6,2,3
3,7,1,9,4,5,6,2,8,1
3,7,4,1,5,8,6,9,2,1
3,7,4,1,5,9,2,8,6,1
3,7,4,1,5,9,2,6,8,16
3,7,4,1,6,5,2,8,9,11
3,7,4,1,6,5,2,9,8,2
3,7,4,1,6,5,8,9,2,2
3,7,4,1,6,5,9,8,2,1
3,7,4,1,6,5,9,2,8,6
3,7,4,1,6,2,5,8,9,3
3,7,4,1,6,2,5,9,8,3
3,7,4,1,6,2,8,5,9,5
3,7,4,1,6,2,8,9,5,1
3,7,4,1,6,2,9,8,5,1
3,7,4,1,6,2,9,5,8,1
3,7,4,1,6,8,2,5,9,3
3,7,4,1,6,8,2,9,5,5
3,7,4,1,6,8,5,2,9,11
3,7,4,1,6,8,9,5,2,8
3,7,4,1,6,8,9,2,5,2
3,7,4,1,6,9,2,8,5,1
3,7,4,1,6,9,5,2,8,1
3,7,4,1,2,6,5,8,9,1
3,7,4,1,2,6,8,5,9,3
3,7,4,1,2,6,8,9,5,1
3,7,4,1,2,5,8,9,6,1
3,7,4,1,2,9,6,8,5,2
3,7,4,1,8,6,2,5,9,3
3,7,4,1,8,6,2,9,5,2
3,7,4,1,8,6,5,9,2,1
3,7,4,1,8,2,5,9,6,1
3,7,4,1,8,2,9,6,5,2
3,7,4,1,8,9,2,5,6,11
3,7,4,1,8,9,2,6,5,6
3,7,4,1,8,9,6,5,2,1
3,7,4,1,8,9,6,2,5,5
3,7,4,1,9,6,5,8,2,4
3,7,4,1,9,6,5,2,8,3
3,7,4,1,9,2,6,8,5,1
3,7,4,1,9,2,5,8,6,1
3,7,4,1,9,8,6,2,5,2
3,7,4,1,9,8,6,5,2,1
3,7,4,1,9,8,5,2,6,3
3,7,4,1,9,5,2,8,6,2
3,7,4,1,9,5,2,6,8,5
3,7,4,1,9,5,8,2,6,3
3,7,4,1,9,5,8,6,2,14
3,7,4,1,9,5,6,2,8,1
3,7,4,5,1,6,2,9,8,1
3,7,4,5,1,6,8,2,9,3
3,7,4,5,1,2,9,6,8,1
3,7,4,5,1,8,2,6,9,1
3,7,4,5,1,8,2,9,6,1
3,7,4,5,1,8,9,6,2,1
3,7,4,5,1,9,2,8,6,2
3,7,4,5,1,9,2,6,8,5
3,7,4,5,1,9,8,2,6,1
3,7,4,5,1,9,6,8,2,1
3,7,4,5,6,1,8,2,9,1
3,7,4,5,6,1,9,8,2,1
3,7,4,5,6,2,8,9,1,1
3,7,4,5,6,8,1,2,9,1
3,7,4,5,6,9,8,1,2,1
3,7,4,5,6,9,1,2,8,1
3,7,4,5,2,1,6,9,8,2
3,7,4,5,2,8,1,6,9,4
3,7,4,5,2,8,1,9,6,1
3,7,4,5,2,8,6,9,1,2
3,7,4,5,2,8,9,6,1,1
3,7,4,5,2,8,9,1,6,8
3,7,4,5,2,9,8,6,1,2
3,7,4,5,2,9,6,8,1,2
3,7,4,5,2,9,6,1,8,4
3,7,4,5,8,6,1,2,9,1
3,7,4,5,8,2,6,9,1,1
3,7,4,5,8,2,1,9,6,2
3,7,4,5,8,1,6,9,2,1
3,7,4,5,8,1,9,6,2,1
3,7,4,5,9,2,8,6,1,1
3,7,4,5,9,8,1,2,6,1
3,7,4,6,5,1,9,8,2,6
3,7,4,6,5,2,1,9,8,1
3,7,4,6,5,2,8,1,9,1
3,7,4,6,5,2,9,8,1,1
3,7,4,6,5,8,2,1,9,1
3,7,4,6,5,8,2,9,1,2
3,7,4,6,5,9,2,1,8,1
3,7,4,6,5,9,8,2,1,1
3,7,4,6,1,9,5,8,2,1
3,7,4,6,2,1,8,5,9,3
3,7,4,6,2,1,8,9,5,5
3,7,4,6,2,1,9,8,5,1
3,7,4,6,2,5,1,8,9,2
3,7,4,6,2,8,5,9,1,4
3,7,4,6,2,8,1,9,5,1
3,7,4,6,2,8,9,1,5,2
3,7,4,6,2,9,5,8,1,1
3,7,4,6,2,9,5,1,8,4
3,7,4,6,8,1,2,5,9,2
3,7,4,6,8,1,5,2,9,3
3,7,4,6,8,1,5,9,2,2
3,7,4,6,8,1,9,2,5,6
3,7,4,2,5,1,8,9,6,1
3,7,4,2,5,1,9,6,8,1
3,7,4,2,6,8,1,5,9,1
3,7,4,2,6,8,5,9,1,2
3,7,4,2,6,8,9,5,1,1
3,7,4,2,6,8,9,1,5,1
3,7,4,2,1,6,8,5,9,4
3,7,4,2,1,6,9,5,8,4
3,7,4,2,1,5,6,8,9,3
3,7,4,2,1,8,5,9,6,1
3,7,4,2,1,9,5,8,6,1
3,7,4,2,1,9,6,8,5,4
3,7,4,2,1,9,6,5,8,2
3,7,4,2,8,6,1,9,5,1
3,7,4,2,8,6,5,9,1,1
3,7,4,2,8,6,9,1,5,1
3,7,4,2,8,1,6,5,9,1
3,7,4,2,8,1,6,9,5,3
3,7,4,2,8,1,5,9,6,2
3,7,4,2,8,1,9,6,5,3
3,7,4,2,8,5,1,6,9,1
3,7,4,2,8,5,9,6,1,1
3,7,4,2,8,5,9,1,6,2
3,7,4,2,8,9,1,5,6,1
3,7,4,2,9,1,8,5,6,1
3,7,4,2,9,5,1,6,8,1
3,7,4,8,5,6,2,1,9,1
3,7,4,8,5,6,2,9,1,2
3,7,4,8,5,6,1,9,2,1
3,7,4,8,5,2,9,1,6,1
3,7,4,8,5,9,2,1,6,1
3,7,4,8,5,9,1,2,6,5
3,7,4,8,5,9,1,6,2,1
3,7,4,8,6,5,2,9,1,1
3,7,4,8,6,5,1,2,9,1
3,7,4,8,6,5,1,9,2,6
3,7,4,8,6,2,5,9,1,1
3,7,4,8,6,2,1,5,9,1
3,7,4,8,6,2,1,9,5,1
3,7,4,8,6,1,2,9,5,1
3,7,4,8,6,1,5,2,9,3
3,7,4,8,6,1,9,5,2,3
3,7,4,8,6,1,9,2,5,1
3,7,4,8,6,9,1,2,5,1
3,7,4,8,2,6,9,1,5,1
3,7,4,8,2,5,9,1,6,2
3,7,4,8,2,5,9,6,1,4
3,7,4,8,2,1,5,9,6,1
3,7,4,8,2,1,6,5,9,4
3,7,4,8,2,1,6,9,5,3
3,7,4,8,2,1,9,5,6,1
3,7,4,8,2,9,5,1,6,2
3,7,4,8,2,9,5,6,1,1
3,7,4,8,2,9,1,5,6,1
3,7,4,8,1,6,5,9,2,5
3,7,4,8,1,2,6,9,5,1
3,7,4,8,1,2,5,9,6,2
3,7,4,8,1,5,2,6,9,2
3,7,4,8,1,5,2,9,6,1
3,7,4,8,1,5,9,6,2,3
3,7,4,8,1,9,2,6,5,1
3,7,4,8,1,9,5,2,6,3
3,7,4,8,1,9,5,6,2,1
3,7,4,8,9,6,2,1,5,2
3,7,4,8,9,6,1,5,2,2
3,7,4,8,9,2,1,5,6,2
3,7,4,9,5,6,2,8,1,15
3,7,4,9,5,6,2,1,8,3
3,7,4,9,5,6,8,2,1,1
3,7,4,9,5,6,8,1,2,7
3,7,4,9,5,6,1,2,8,5
3,7,4,9,5,2,6,8,1,1
3,7,4,9,5,2,8,6,1,2
3,7,4,9,5,2,8,1,6,2
3,7,4,9,5,2,1,8,6,3
3,7,4,9,5,2,1,6,8,4
3,7,4,9,5,8,2,6,1,2
3,7,4,9,5,8,1,2,6,6
3,7,4,9,5,1,2,8,6,4
3,7,4,9,5,1,2,6,8,1
3,7,4,9,5,1,8,2,6,1
3,7,4,9,5,1,6,8,2,4
3,7,4,9,5,1,6,2,8,1
3,7,4,9,6,5,2,1,8,1
3,7,4,9,6,5,8,1,2,2
3,7,4,9,6,5,1,8,2,1
3,7,4,9,6,5,1,2,8,3
3,7,4,9,6,2,8,5,1,3
3,7,4,9,6,2,8,1,5,2
3,7,4,9,6,2,1,8,5,2
3,7,4,9,6,8,2,5,1,1
3,7,4,9,6,8,2,1,5,2
3,7,4,9,6,8,5,2,1,3
3,7,4,9,6,8,5,1,2,13
3,7,4,9,6,1,2,8,5,2
3,7,4,9,6,1,8,2,5,1
3,7,4,9,6,1,8,5,2,1
3,7,4,9,6,1,5,2,8,3
3,7,4,9,2,6,8,5,1,1
3,7,4,9,2,6,8,1,5,1
3,7,4,9,2,6,1,8,5,1
3,7,4,9,2,6,1,5,8,1
3,7,4,9,2,5,6,8,1,1
3,7,4,9,2,5,6,1,8,1
3,7,4,9,2,5,8,6,1,8
3,7,4,9,2,5,8,1,6,2
3,7,4,9,2,5,1,8,6,16
3,7,4,9,2,5,1,6,8,2
3,7,4,9,2,8,5,6,1,1
3,7,4,9,2,8,6,1,5,17
3,7,4,9,2,8,1,6,5,3
3,7,4,9,2,8,1,5,6,8
3,7,4,9,2,1,8,5,6,2
3,7,4,9,2,1,6,8,5,2
3,7,4,9,8,6,5,2,1,1
3,7,4,9,8,6,1,2,5,1
3,7,4,9,8,2,6,1,5,1
3,7,4,9,8,2,1,5,6,2
3,7,4,9,8,2,1,6,5,1
3,7,4,9,8,5,2,6,1,1
3,7,4,9,8,5,6,2,1,1
3,7,4,9,8,5,1,6,2,1
3,7,4,9,8,1,5,2,6,2
3,7,4,9,8,1,5,6,2,1
3,7,4,9,8,1,6,5,2,1
3,7,4,9,1,6,5,2,8,1
3,7,4,9,1,2,5,8,6,1
3,7,4,9,1,5,8,2,6,1
3,7,5,4,9,2,1,6,8,1
3,7,5,4,9,8,6,1,2,1
3,7,5,6,1,8,2,4,9,1
3,7,5,6,4,1,9,2,8,1
3,7,5,6,2,4,9,8,1,1
3,7,5,6,2,9,8,1,4,1
3,7,5,6,2,9,8,4,1,1
3,7,5,6,2,9,4,1,8,1
3,7,5,6,9,8,1,2,4,1
3,7,5,6,9,1,4,8,2,1
3,7,5,2,9,1,6,4,8,1
3,7,5,8,6,9,2,1,4,1
3,7,5,8,4,2,1,9,6,1
3,7,5,8,9,2,6,1,4,1
3,7,5,8,9,2,1,4,6,1
3,7,5,8,9,4,6,2,1,1
3,7,5,9,2,4,1,6,8,2
3,7,6,4,5,1,2,9,8,5
3,7,6,4,5,1,8,2,9,2
3,7,6,4,5,1,9,8,2,3
3,7,6,4,5,1,9,2,8,6
3,7,6,4,5,2,1,8,9,6
3,7,6,4,5,2,1,9,8,1
3,7,6,4,5,2,8,1,9,1
3,7,6,4,5,2,8,9,1,4
3,7,6,4,5,2,9,8,1,8
3,7,6,4,5,9,2,1,8,1
3,7,6,4,5,9,8,2,1,7
3,7,6,4,5,9,8,1,2,1
3,7,6,4,5,9,1,2,8,3
3,7,6,4,1,5,2,8,9,1
3,7,6,4,1,5,9,8,2,2
3,7,6,4,1,2,5,9,8,4
3,7,6,4,1,2,8,5,9,3
3,7,6,4,1,2,8,9,5,1
3,7,6,4,1,8,5,2,9,1
3,7,6,4,1,9,2,5,8,1
3,7,6,4,1,9,5,2,8,1
3,7,6,4,2,1,8,5,9,1
3,7,6,4,2,1,8,9,5,4
3,7,6,4,2,5,1,8,9,5
3,7,6,4,2,5,8,1,9,1
3,7,6,4,2,5,8,9,1,8
3,7,6,4,2,5,9,8,1,1
3,7,6,4,2,8,1,9,5,1
3,7,6,4,2,8,9,1,5,1
3,7,6,4,2,8,9,5,1,1
3,7,6,4,2,9,5,8,1,11
3,7,6,4,2,9,5,1,8,1
3,7,6,4,2,9,8,5,1,1
3,7,6,4,2,9,1,5,8,17
3,7,6,4,8,1,2,5,9,3
3,7,6,4,8,1,5,2,9,1
3,7,6,4,8,1,5,9,2,1
3,7,6,4,8,1,9,2,5,7
3,7,6,4,8,5,1,2,9,1
3,7,6,4,8,5,1,9,2,1
3,7,6,4,8,5,9,1,2,1
3,7,6,4,8,5,9,2,1,6
3,7,6,4,8,9,2,5,1,6
3,7,6,4,8,9,5,2,1,2
3,7,6,4,8,9,1,2,5,3
3,7,6,4,9,1,2,8,5,6
3,7,6,4,9,1,2,5,8,5
3,7,6,4,9,1,5,8,2,2
3,7,6,4,9,1,5,2,8,5
3,7,6,4,9,2,1,8,5,1
3,7,6,4,9,2,5,1,8,5
3,7,6,4,9,8,2,5,1,2
3,7,6,4,9,8,5,2,1,9
3,7,6,4,9,5,8,2,1,3
3,7,6,5,4,1,2,8,9,7
3,7,6,5,4,1,2,9,8,4
3,7,6,5,4,1,8,2,9,6
3,7,6,5,4,1,8,9,2,28
3,7,6,5,4,1,9,8,2,3
3,7,6,5,4,1,9,2,8,1
3,7,6,5,4,2,8,1,9,1
3,7,6,5,4,2,8,9,1,4
3,7,6,5,4,2,9,8,1,3
3,7,6,5,4,2,9,1,8,3
3,7,6,5,4,8,2,1,9,7
3,7,6,5,4,8,2,9,1,5
3,7,6,5,4,8,9,1,2,6
3,7,6,5,4,8,9,2,1,2
3,7,6,5,4,9,2,8,1,2
3,7,6,5,4,9,2,1,8,5
3,7,6,5,4,9,1,8,2,8
3,7,6,5,4,9,1,2,8,1
3,7,6,5,1,9,8,2,4,1
3,7,6,5,2,1,4,8,9,18
3,7,6,5,2,1,4,9,8,77
3,7,6,5,2,1,8,4,9,12
3,7,6,5,2,1,8,9,4,25
3,7,6,5,2,1,9,8,4,163
3,7,6,5,2,1,9,4,8,20
3,7,6,5,2,4,1,8,9,20
3,7,6,5,2,4,1,9,8,33
3,7,6,5,2,4,8,1,9,21
3,7,6,5,2,4,8,9,1,35
3,7,6,5,2,4,9,8,1,20
3,7,6,5,2,4,9,1,8,21
3,7,6,5,2,8,4,1,9,42
3,7,6,5,2,8,4,9,1,11
3,7,6,5,2,8,1,4,9,3
3,7,6,5,2,8,1,9,4,19
3,7,6,5,2,8,9,1,4,1
3,7,6,5,2,8,9,4,1,14
3,7,6,5,2,9,4,8,1,92
3,7,6,5,2,9,4,1,8,63
3,7,6,5,2,9,8,4,1,18
3,7,6,5,2,9,8,1,4,4
3,7,6,5,2,9,1,8,4,27
3,7,6,5,2,9,1,4,8,77
3,7,6,5,8,1,2,4,9,13
3,7,6,5,8,1,2,9,4,6
3,7,6,5,8,1,4,2,9,2
3,7,6,5,8,1,9,2,4,2
3,7,6,5,8,2,1,4,9,4
3,7,6,5,8,2,1,9,4,3
3,7,6,5,8,2,9,4,1,3
3,7,6,5,8,2,9,1,4,5
3,7,6,5,8,4,2,1,9,2
3,7,6,5,8,4,1,2,9,4
3,7,6,5,8,4,9,1,2,2
3,7,6,5,8,4,9,2,1,1
3,7,6,5,8,9,2,1,4,6
3,7,6,5,8,9,4,2,1,8
3,7,6,5,8,9,4,1,2,13
3,7,6,5,8,9,1,4,2,27
3,7,6,5,8,9,1,2,4,21
3,7,6,5,9,1,2,8,4,7
3,7,6,5,9,1,2,4,8,3
3,7,6,5,9,1,4,2,8,1
3,7,6,5,9,2,8,1,4,6
3,7,6,5,9,2,8,4,1,4
3,7,6,5,9,8,2,1,4,1
3,7,6,5,9,8,1,2,4,3
3,7,6,5,9,8,1,4,2,1
3,7,6,5,9,8,4,1,2,5
3,7,6,5,9,8,4,2,1,1
3,7,6,5,9,4,2,8,1,5
3,7,6,5,9,4,2,1,8,1
3,7,6,5,9,4,8,2,1,1
3,7,6,5,9,4,8,1,2,1
3,7,6,5,9,4,1,8,2,3
3,7,6,5,9,4,1,2,8,6
3,7,6,1,5,4,2,8,9,1
3,7,6,1,5,4,2,9,8,4
3,7,6,1,5,4,8,2,9,8
3,7,6,1,5,4,8,9,2,14
3,7,6,1,5,4,9,8,2,13
3,7,6,1,5,4,9,2,8,11
3,7,6,1,5,2,8,4,9,72
3,7,6,1,5,2,9,8,4,6
3,7,6,1,5,2,9,4,8,14
3,7,6,1,5,8,4,2,9,14
3,7,6,1,5,8,4,9,2,8
3,7,6,1,5,8,9,4,2,1
3,7,6,1,5,8,9,2,4,2
3,7,6,1,5,9,2,8,4,1
3,7,6,1,5,9,2,4,8,5
3,7,6,1,5,9,8,2,4,4
3,7,6,1,5,9,8,4,2,8
3,7,6,1,5,9,4,8,2,20
3,7,6,1,5,9,4,2,8,25
3,7,6,1,4,5,2,9,8,1
3,7,6,1,4,5,9,8,2,18
3,7,6,1,4,5,9,2,8,4
3,7,6,1,4,2,5,8,9,21
3,7,6,1,4,2,5,9,8,5
3,7,6,1,4,2,8,5,9,3
3,7,6,1,4,2,8,9,5,3
3,7,6,1,4,2,9,8,5,21
3,7,6,1,4,2,9,5,8,53
3,7,6,1,4,8,2,5,9,3
3,7,6,1,4,8,2,9,5,6
3,7,6,1,4,8,5,2,9,10
3,7,6,1,4,8,5,9,2,28
3,7,6,1,4,9,2,8,5,9
3,7,6,1,4,9,2,5,8,14
3,7,6,1,4,9,8,2,5,6
3,7,6,1,4,9,8,5,2,17
3,7,6,1,4,9,5,8,2,34
3,7,6,1,4,9,5,2,8,49
3,7,6,1,2,4,5,8,9,126
3,7,6,1,2,4,5,9,8,14
3,7,6,1,2,4,8,5,9,18
3,7,6,1,2,4,8,9,5,26
3,7,6,1,2,4,9,8,5,28
3,7,6,1,2,4,9,5,8,70
3,7,6,1,2,5,4,8,9,4
3,7,6,1,2,5,4,9,8,23
3,7,6,1,2,5,8,4,9,6
3,7,6,1,2,5,8,9,4,4
3,7,6,1,2,5,9,8,4,7
3,7,6,1,2,5,9,4,8,4
3,7,6,1,2,8,5,4,9,3
3,7,6,1,2,8,5,9,4,1
3,7,6,1,2,8,4,9,5,2
3,7,6,1,2,8,9,4,5,3
